OrderID,OrderDate,Origin,Destination,Weight_kg,VehicleType,FreightCost_USD,DeliveryStatus,CustomerRating
ORD00973,2023-08-21,Chicago,Denver,367.62,Air,752.2,Cancelled,5.0
ORD00974,2023-10-20,Chicago,Atlanta,111.4,Van,282.53,In Transit,5.0
ORD00975,2023-05-04,Los Angeles,Boston,20.44,Train,42.87,In Transit,4.0
ORD00976,2023-04-03,Houston,Boston,134.82,Air,455.87,Delivered,1.0
ORD00977,2023-02-05,Houston,Seattle,299.56,Van,604.69,Delayed,5.0
ORD00978,2023-08-13,New York,Boston,30.46,Air,71.86,Delayed,1.0
ORD00979,2023-07-05,Houston,Seattle,250.7,Air,813.64,Delayed,5.0
ORD00980,2023-03-22,Phoenix,Denver,300.44,Truck,956.56,Delivered,5.0
ORD00981,2023-10-22,Phoenix,Miami,170.45,Truck,319.12,Delivered,
ORD00982,2023-05-17,Houston,Boston,386.6,Van,1200.5,Delayed,4.0
ORD00983,2023-09-13,Houston,Atlanta,57.77,Train,139.59,In Transit,5.0
ORD00984,2023-04-05,Houston,Denver,42.19,Van,104.04,Delivered,5.0
ORD00985,2023-12-15,New York,Miami,365.45,Air,645.74,Delivered,4.0
ORD00986,2023-05-11,Chicago,Denver,250.27,Van,415.75,Delivered,5.0
ORD00987,2023-01-16,Houston,Boston,345.76,Air,1022.02,Delivered,2.0
ORD00988,2023-11-22,Chicago,Denver,220.24,Van,549.04,Cancelled,4.0
ORD00989,2023-03-04,Houston,Denver,126.97,Van,301.39,Cancelled,5.0
ORD00990,2023-06-07,Phoenix,Seattle,410.46,Train,1214.56,In Transit,5.0
ORD00991,2023-03-15,New York,Miami,400.71,Train,1214.56,Delivered,3.0
ORD00992,2023-01-29,Chicago,Denver,348.87,Truck,634.18,In Transit,5.0
ORD00993,2023-12-27,Houston,Miami,139.71,Truck,380.07,Delayed,4.0
ORD00994,2023-11-08,New York,Atlanta,297.16,Van,526.18,Delivered,4.0
ORD00995,2023-05-30,Los Angeles,Miami,183.68,Van,551.55,Delivered,3.0
ORD00996,2023-12-14,New York,Seattle,50.33,Truck,141.62,Delayed,5.0
ORD00997,2023-01-29,Phoenix,Miami,459.07,Train,1566.91,Delivered,3.0
ORD00998,2023-05-14,New York,Miami,72.73,Truck,119.13,Delivered,4.0
ORD00999,2023-10-13,Phoenix,Miami,475.37,Truck,767.3,Delivered,4.0
ORD01000,2023-09-14,Phoenix,Atlanta,225.77,Train,466.07,Delivered,5.0
